Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct
2000-01,Zlin ZPS HC,Czech,43,2,11,13,16,30,6,0,0,0,6,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Manchester Monarchs,AHL,58,4,17,21,22,4,4,1,0,1,14,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Los Angeles Kings,NHL,10,0,3,3,4,-4,--,--,--,--,--,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Manchester Monarchs,AHL,61,13,30,43,50,15,3,0,2,2,2,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Los Angeles Kings,NHL,15,2,3,5,12,-4,--,--,--,--,--,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Manchester Monarchs,AHL,58,4,24,28,31,2,5,0,3,3,10,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Moscow Spartak,Russia,23,0,3,3,32,--,--,--,--,--,--,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Slavia Praha HC,Czech,26,2,4,6,26,1,2,0,0,0,2,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Slavia Praha HC,Czech,52,6,9,15,48,19,14,1,2,3,31,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Slavia Praha HC,Czech,38,4,5,9,54,11,6,1,2,3,10,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Slavia Praha HC,Czech,48,5,9,14,76,30,19,2,1,3,28,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Slavia Praha HC,Czech,49,2,9,11,38,-1,18,0,1,1,16,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Slavia Praha HC,Czech,52,5,9,14,76,1,16,0,3,3,28,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Slavia Praha HC,Czech,51,5,7,12,54,2,19,2,4,6,40,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Brno Kometa,Czech,50,8,11,19,80,8,20,1,6,7,20,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Brno Kometa,Czech,52,5,12,17,58,3,--,--,--,--,--,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Brno Kometa,Czech,47,4,11,15,40,-3,18,2,4,6,14,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Zlin ZPS HC,Czech,51,6,17,23,100,10,7,1,3,4,18,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Zlin ZPS HC,Czech,50,3,10,13,44,9,10,0,7,7,16,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Zlin ZPS HC,Czech,52,1,3,4,36,-1,--,--,--,--,--,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18,Zlin ZPS HC,Czech,46,2,6,8,34,1,4,0,1,1,0,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-19,Zlin PSG Berani,Czech,41,3,7,10,26,2,1,0,0,0,0,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20,Zlin PSG Berani,Czech,38,6,3,9,18,-1,,,,,,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-21,Zlin PSG Berani,Czech,42,0,6,6,34,-9,--,--,--,--,--,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-22,Zlin PSG Berani,Czech,13,0,2,2,21,-6,,,,,,Tomas Zizka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Ceske Budejovice HC,Czech,47,9,7,16,14,--,--,--,--,--,--,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Ceske Budejovice HC,Czech,41,8,13,21,16,--,3,0,0,0,0,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Ceske Budejovice HC,Czech,43,7,12,19,34,--,3,0,1,1,6,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Ceske Budejovice HC,Czech,52,19,29,48,54,67,--,--,--,--,--,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Rochester Americans,AHL,68,18,25,43,55,-2,1,0,0,0,0,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Buffalo Sabres,NHL,13,1,3,4,2,-1,--,--,--,--,--,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Rochester Americans,AHL,8,0,2,2,4,-5,--,--,--,--,--,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Buffalo Sabres,NHL,68,21,14,35,30,-2,--,--,--,--,--,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Buffalo Sabres,NHL,62,15,11,26,41,-1,--,--,--,--,--,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Liberec Bili Tygri HC,Czech,25,8,8,16,46,10,12,2,5,7,12,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Buffalo Sabres,NHL,82,25,37,62,62,-3,18,4,7,11,8,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Buffalo Sabres,NHL,66,16,22,38,46,-5,16,2,2,4,8,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Buffalo Sabres,NHL,79,23,20,43,58,-5,--,--,--,--,--,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Buffalo Sabres,NHL,56,13,19,32,28,-7,--,--,--,--,--,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Edmonton Oilers,NHL,19,7,4,11,6,2,--,--,--,--,--,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,New York Rangers,NHL,45,8,14,22,38,-18,--,--,--,--,--,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Calgary Flames,NHL,26,3,2,5,29,1,--,--,--,--,--,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Calgary Flames,NHL,26,4,2,6,8,-7,--,--,--,--,--,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Abbotsford Heat,AHL,25,6,16,22,10,6,--,--,--,--,--,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Ceske Budejovice HC,Czech,30,8,16,24,20,-3,5,1,3,4,0,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Ceske Budejovice HC,Czech,51,14,22,36,70,-1,5,0,1,1,16,Ales Kotalik,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Ajax Axemen,OPJHL,47,7,16,23,49,--,,,,,,Ryan Milanovic,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Pickering Panthers,MetJHL,14,4,9,13,13,--,,,,,,Ryan Milanovic,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Kitchener Rangers,OHL,58,3,10,13,59,--,13,1,2,3,0,Ryan Milanovic,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Kitchener Rangers,OHL,42,1,8,9,72,--,6,1,3,4,19,Ryan Milanovic,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Kitchener Rangers,OHL,61,15,18,33,114,-1,--,--,--,--,--,Ryan Milanovic,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Kitchener Rangers,OHL,32,9,8,17,90,0,--,--,--,--,--,Ryan Milanovic,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Soo Greyhounds,OHL,23,4,5,9,29,-4,15,4,8,12,22,Ryan Milanovic,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Victoriaville Tigres,QMJHL,25,NA,0,NA,0,NA,6,NA,0,NA,0,Jonathan Pelletier,Goalie,1223,65,0,0,3.19,14,5,1,,
1997-98,Victoriaville Tigres,QMJHL,16,NA,0,NA,0,NA,-,NA,-,NA,-,Jonathan Pelletier,Goalie,903,58,0,0,3.86,7,4,3,410,0.876
1997-98,Drummondville Voltigeurs,QMJHL,29,NA,1,NA,12,NA,-,NA,-,NA,-,Jonathan Pelletier,Goalie,1571,116,0,0,4.43,5,17,1,866,0.882
1998-99,Drummondville Voltigeurs,QMJHL,54,NA,1,NA,10,NA,-,NA,-,NA,-,Jonathan Pelletier,Goalie,2822,212,4,0,4.51,13,30,3,1644,0.886
1999-00,Rouyn-Noranda Huskies,QMJHL,32,NA,4,NA,6,NA,11,NA,0,NA,0,Jonathan Pelletier,Goalie,1580,120,0,0,4.56,9,18,1,846,0.858
2000-01,Rimouski Oceanic,QMJHL,31,NA,2,NA,0,NA,11,NA,0,NA,2,Jonathan Pelletier,Goalie,1748,107,0,1,3.67,12,17,0,1089,0.902
2000-01,Jonquiere Condors,QSPHL,8,NA,0,NA,2,NA,-,NA,-,NA,-,Jonathan Pelletier,Goalie,419,28,0,0,4.01,4,3,0,215,0.885
2001-02,U. of Moncton,AUS,26,NA,0,NA,16,NA,,NA,,NA,,Jonathan Pelletier,Goalie,,,,,,,,,,
2002-03,U. of Moncton,AUS,27,NA,0,NA,4,NA,,NA,,NA,,Jonathan Pelletier,Goalie,1540,93,0,0,3.62,,,,,
2003-04,U. of Moncton,AUS,20,NA,0,NA,2,NA,,NA,,NA,,Jonathan Pelletier,Goalie,1080,63,0,1,3.50,5,12,2,450,0.877
2004-05,U. of Moncton,AUS,26,NA,0,NA,6,NA,,NA,,NA,,Jonathan Pelletier,Goalie,1512,64,0,1,2.54,14,9,3,614,0.906
2005-06,Trois-Rivieres Caron and Guay,LNAH,17,NA,2,NA,0,NA,,NA,,NA,,Jonathan Pelletier,Goalie,,,,,,,,,,
2007-08,St. Hyacinthe Top Design,LNAH,34,NA,1,NA,12,NA,,NA,,NA,,Jonathan Pelletier,Goalie,,,,,,,,,,
1997-98,Victoriaville Tigres,QMJHL,22,6,9,15,14,--,4,0,0,0,0,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Victoriaville Tigres,QMJHL,64,17,40,57,57,10,6,0,3,3,10,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Hershey Bears,AHL,2,0,0,0,0,1,--,--,--,--,--,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Victoriaville Tigres,QMJHL,48,17,45,62,45,22,6,2,5,7,20,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Hershey Bears,AHL,2,0,1,1,2,0,6,1,1,2,0,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Hershey Bears,AHL,66,5,18,23,26,-5,11,0,0,0,2,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Hershey Bears,AHL,76,5,18,23,28,3,5,0,1,1,4,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Hershey Bears,AHL,57,5,10,15,65,4,--,--,--,--,--,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Milwaukee Admirals,AHL,14,3,4,7,9,2,5,0,4,4,2,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Yaroslavl Lokomotiv,Russia,40,3,8,11,60,--,--,--,--,--,--,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Yaroslavl Lokomotiv,Russia,53,4,15,19,32,--,4,0,1,1,4,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Moscow Dynamo,Russia,39,3,7,10,34,--,4,0,1,1,29,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,St. Petersburg SKA,Russia,53,5,10,15,20,--,3,0,0,0,0,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,St. Petersburg SKA,Russia,24,0,4,4,16,--,9,0,2,2,0,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,St. Petersburg SKA,KHL,3,0,0,0,4,0,--,--,--,--,--,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Omsk Avangard,KHL,25,1,6,7,4,-6,--,--,--,--,--,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Chekhov Vityaz,KHL,43,9,12,21,20,-21,--,--,--,--,--,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Yekaterinburg Automobilist,KHL,31,15,5,20,51,3,--,--,--,--,--,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Ufa Salavat Yulayev,KHL,3,1,0,1,2,0,1,0,0,0,0,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Chelyabinsk Traktor,KHL,51,18,18,36,40,25,,,,,,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Cherepovets Severstal,KHL,48,9,13,22,32,10,9,2,0,2,20,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Moscow Spartak,KHL,2,0,1,1,2,0,--,--,--,--,--,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Moscow Dynamo,KHL,18,4,0,4,41,6,3,1,0,1,0,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Nizhnekamsk Neftekhimik,KHL,8,1,1,2,6,-1,--,--,--,--,--,Alexander Riazantsev,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,TPS Turku,SM-liiga,7,NA,0,NA,0,NA,-,NA,-,NA,-,Antero Niittymaki,Goalie,,,,,,,,,,
1999-00,TPS Turku,SM-liiga,49,NA,0,NA,2,NA,11,NA,0,NA,0,Antero Niittymaki,Goalie,,,,,,,,,,
2000-01,TPS Turku,SM-liiga,21,NA,0,NA,0,NA,-,NA,-,NA,-,Antero Niittymaki,Goalie,1113,0,2,0,2.48,10,5,1,,0.907
2001-02,TPS Turku,SM-liiga,27,NA,0,NA,2,NA,8,NA,0,NA,2,Antero Niittymaki,Goalie,1498,46,0,3,1.84,16,8,1,688,0.937
2002-03,Philadelphia Phantoms,AHL,40,NA,0,NA,0,NA,-,NA,-,NA,-,Antero Niittymaki,Goalie,2283,98,5,0,2.58,14,21,2,913,0.903
2003-04,Philadelphia Phantoms,AHL,49,NA,0,NA,0,NA,12,NA,1,NA,17,Antero Niittymaki,Goalie,2728,92,0,7,2.02,24,13,6,1113,0.924
2003-04,Philadelphia Flyers,NHL,3,NA,0,NA,0,NA,-,NA,-,NA,-,Antero Niittymaki,Goalie,179,3,0,0,1.01,3,0,0,74,0.961
2004-05,Philadelphia Phantoms,AHL,58,NA,0,NA,2,NA,21,NA,0,NA,2,Antero Niittymaki,Goalie,3452,119,0,6,2.07,33,21,4,1454,0.924
2005-06,Philadelphia Flyers,NHL,46,NA,1,NA,0,NA,2,NA,0,NA,0,Antero Niittymaki,Goalie,2690,133,4,2,2.97,23,15,6,1133,0.895
2006-07,Philadelphia Flyers,NHL,52,NA,0,NA,2,NA,-,NA,-,NA,-,Antero Niittymaki,Goalie,2943,166,8,0,3.38,9,29,9,1401,0.894
2007-08,Philadelphia Flyers,NHL,28,NA,0,NA,0,NA,-,NA,-,NA,-,Antero Niittymaki,Goalie,1424,69,4,1,2.91,12,9,2,670,0.907
2008-09,Philadelphia Flyers,NHL,32,NA,1,NA,2,NA,-,NA,-,NA,-,Antero Niittymaki,Goalie,1805,83,1,1,2.76,15,8,6,864,0.912
2009-10,Tampa Bay Lightning,NHL,49,NA,1,NA,0,NA,-,NA,-,NA,-,Antero Niittymaki,Goalie,2657,127,3,1,2.87,21,18,5,1261,0.909
2010-11,San Jose Sharks,NHL,24,NA,0,NA,2,NA,2,NA,0,NA,0,Antero Niittymaki,Goalie,1414,64,2,0,2.72,12,7,3,551,0.896
2011-12,Worcester Sharks,AHL,5,NA,0,NA,0,NA,-,NA,-,NA,-,Antero Niittymaki,Goalie,299,15,0,0,3.01,2,3,0,121,0.890
2011-12,Syracuse Crunch,AHL,8,NA,0,NA,0,NA,-,NA,-,NA,-,Antero Niittymaki,Goalie,385,26,0,0,4.05,2,5,0,170,0.867
2012-13,TPS Turku,SM-liiga,14,NA,0,NA,0,NA,-,NA,-,NA,-,Antero Niittymaki,Goalie,720,34,0,0,2.83,1,7,3,312,0.902
1996-97,Olomouc HC,Czech,1,0,0,0,2,0,--,--,--,--,--,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Slavia Praha HC,Czech,18,1,1,2,2,--,--,--,--,--,--,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Brandon Wheat Kings,WHL,45,4,17,21,36,-7,5,1,2,3,4,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Brandon Wheat Kings,WHL,55,26,25,51,56,-23,--,--,--,--,--,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Brandon Wheat Kings,WHL,2,1,1,2,6,-1,--,--,--,--,--,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Kelowna Rockets,WHL,56,32,45,77,58,9,6,3,4,7,8,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Wilkes-Barre/Scranton Penguins,AHL,60,8,14,22,54,-9,--,--,--,--,--,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Slavia Praha HC,Czech,32,3,2,5,44,-1,15,2,0,2,14,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Slavia Praha HC,Czech,12,0,2,2,8,-2,--,--,--,--,--,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Ceske Budejovice HC,Czech,29,4,5,9,42,-18,--,--,--,--,--,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Znojemsti Excalibur Orli,Czech,1,0,0,0,2,0,--,--,--,--,--,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Vsetin HC,Czech,8,2,3,5,10,-2,--,--,--,--,--,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Neuchatel Young-Sprinters,Swiss-B,1,0,0,0,2,--,,,,,,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Zilina HK-SKP,Slovak,21,4,6,10,71,2,,,,,,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Halle ESC,GerObL,38,21,32,53,109,--,--,--,--,--,--,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Dresden Ice Lions,2.GBun,9,4,1,5,2,--,--,--,--,--,--,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Martin MHC,Slovak,10,1,9,10,20,0,,,,,,Jan Fadrny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Ust-Kamenogorsk,Kazak,50,20,46,66,30,--,,,,,,Andrei Troschinsky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Worcester IceCats,AHL,78,17,28,45,32,9,11,2,2,4,2,Andrei Troschinsky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Worcester IceCats,AHL,70,13,10,23,32,-11,2,0,0,0,0,Andrei Troschinsky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Magnitogorsk Metallurg,Russia,1,0,0,0,0,0,--,--,--,--,--,Andrei Troschinsky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Ust-Kamenogorsk Torpedo,Rus-1,43,11,22,33,14,23,,,,,,Andrei Troschinsky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Astana Barys,KHL,2,0,0,0,6,0,--,--,--,--,--,Andrei Troschinsky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Yekaterinburg Spartak,Russia,18,2,2,4,4,--,,,,,,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Yekaterinburg Dynamo,Rus-1,22,7,8,15,4,--,,,,,,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Yekaterinburg Dynamo,Russia,24,3,5,8,4,--,,,,,,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Yekaterinburg Dynamo,Russia,15,1,3,4,2,--,,,,,,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Kazan Ak-Bars,Russia,42,9,17,26,10,--,,,,,,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Detroit Red Wings,NHL,70,11,24,35,4,4,21,3,3,6,2,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Detroit Red Wings,NHL,64,12,39,51,16,20,4,0,0,0,0,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Detroit Red Wings,NHL,75,30,38,68,35,-2,12,0,6,6,2,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Moscow Dynamo,Russia,47,15,20,35,16,--,10,6,2,8,4,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Detroit Red Wings,NHL,75,28,59,87,22,26,5,0,3,3,0,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Detroit Red Wings,NHL,79,27,60,87,20,36,18,8,8,16,8,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Detroit Red Wings,NHL,82,31,66,97,20,41,22,10,13,23,6,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Detroit Red Wings,NHL,81,32,65,97,22,34,16,1,8,9,9,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Detroit Red Wings,NHL,80,27,43,70,18,17,12,6,7,13,8,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Detroit Red Wings,NHL,56,23,36,59,15,11,11,4,11,15,8,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Detroit Red Wings,NHL,70,19,48,67,14,21,5,1,2,3,2,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,CSKA Moscow,KHL,31,11,25,36,4,14,--,--,--,--,--,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Detroit Red Wings,NHL,47,15,34,49,14,21,14,3,6,9,4,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Detroit Red Wings,NHL,45,17,20,37,6,1,5,3,2,5,0,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Detroit Red Wings,NHL,63,26,39,65,8,12,7,3,2,5,2,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Detroit Red Wings,NHL,66,16,33,49,14,7,5,0,0,0,4,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,St. Petersburg SKA,KHL,44,12,22,34,14,20,7,3,5,8,27,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18,St. Petersburg SKA,KHL,37,8,27,35,8,6,15,4,3,7,10,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-19,St. Petersburg SKA,KHL,54,12,30,42,6,24,12,1,6,7,5,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20,Yekaterinburg Automobilist,KHL,43,5,17,22,10,12,4,2,2,4,2,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-21,Yekaterinburg Automobilist,KHL,51,12,23,35,10,12,5,1,2,3,0,Pavel Datsyuk,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Moncton Wildcats,QMJHL,3,0,0,0,5,--,--,--,--,--,--,Jacques Lariviere,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Moncton Wildcats,QMJHL,68,3,1,4,249,--,9,0,0,0,15,Jacques Lariviere,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Moncton Wildcats,QMJHL,66,5,5,10,306,-20,4,0,1,1,12,Jacques Lariviere,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Rimouski Oceanic,QMJHL,61,12,24,36,309,2,14,4,3,7,50,Jacques Lariviere,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,St. John's Maple Leafs,AHL,37,3,0,3,95,-7,1,0,0,0,0,Jacques Lariviere,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
